id	org	files	has_meta	has_r	usable
GSE153935	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE153929	Homo sapiens; Mus musculus	MTX, TSV	FALSE	FALSE	FALSE
GSE145122	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE149377	Homo sapiens	GCT	FALSE	FALSE	FALSE
GSE134004	Mus musculus; Homo sapiens	MTX, TSV, TXT	FALSE	FALSE	FALSE
GSE152805	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE149689	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE153802	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE153760	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE153541	Homo sapiens	TXT	TRUE	FALSE	TRUE
GSE151161	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE150768	Mus musculus; Homo sapiens	BW, TXT	TRUE	FALSE	TRUE
GSE145360	Homo sapiens	MTX, TSV, TXT	TRUE	FALSE	TRUE
GSE153534	Homo sapiens; Mus musculus	CSV	FALSE	FALSE	FALSE
GSE132914	Homo sapiens	H5	FALSE	FALSE	FALSE
GSE131593	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE146192	Homo sapiens	TAR	FALSE	FALSE	FALSE
GSE144469	Homo sapiens	CSV, TAR	FALSE	FALSE	FALSE
GSE144085	Homo sapiens	MTX, TSV, TXT	FALSE	FALSE	FALSE
GSE111976	Homo sapiens	CSV, RDS	TRUE	TRUE	TRUE
GSE151137	Homo sapiens; Mus musculus	TXT	FALSE	FALSE	FALSE
GSE153358	Homo sapiens	CSV, MTX, TSV	TRUE	FALSE	TRUE
GSE148283	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE153032	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE152981	Homo sapiens	CSV, XLSX	FALSE	FALSE	FALSE
GSE152988	Homo sapiens	CSV, H5	FALSE	FALSE	FALSE
GSE150241	Homo sapiens	H5	FALSE	FALSE	FALSE
GSE148077	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE144240	Homo sapiens	JPG	FALSE	FALSE	FALSE
GSE144239	Homo sapiens	CSV, JPG, PNG, TXT	FALSE	FALSE	FALSE
GSE144236	Mus musculus; Homo sapiens	TXT	TRUE	FALSE	TRUE
GSE152867	Mus musculus; Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE142078	Homo sapiens	CSV, MTX, TSV	FALSE	FALSE	FALSE
GSE139342	Homo sapiens	TAR	FALSE	FALSE	FALSE
GSE142119	Homo sapiens	BEDGRAPH, TXT	FALSE	FALSE	FALSE
GSE139891	Homo sapiens	CSV, TXT	FALSE	FALSE	FALSE
GSE150864	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE149451	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE145306	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE152318	Homo sapiens	CSV, XLSX	FALSE	FALSE	FALSE
GSE152315	Homo sapiens	XLSX	FALSE	FALSE	FALSE
GSE142585	Homo sapiens; Macaca mulatta	TXT	FALSE	FALSE	FALSE
GSE139042	Homo sapiens	CSV, TXT	FALSE	FALSE	FALSE
GSE117512	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE152246	Homo sapiens	XLSX	FALSE	FALSE	FALSE
GSE147903	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE137758	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE132558	Homo sapiens	MTX, TSV, TXT	FALSE	FALSE	FALSE
GSE151735	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE146170	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE146046	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE128243	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE123899	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE113415	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE130157	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE134757	Homo sapiens	CSV, MTX, TSV, TXT	TRUE	FALSE	TRUE
GSE130116	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE151889	Homo sapiens; Mus musculus	MTX, TSV	FALSE	FALSE	FALSE
GSE142784	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE138709	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE135194	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE151825	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE148796	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE131094	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE145328	Homo sapiens	CSV, MTX, TSV	FALSE	FALSE	FALSE
GSE143704	Homo sapiens	TXT	TRUE	FALSE	TRUE
GSE151334	Homo sapiens; Mus musculus	TSV	FALSE	FALSE	FALSE
GSE149652	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE142489	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE135520	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE114454	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE151409	Homo sapiens	CSV, H5, HTML, TXT, XLSX	FALSE	FALSE	FALSE
GSE151375	Homo sapiens	CSV, TSV	FALSE	FALSE	FALSE
GSE151091	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE149298	Homo sapiens	CSV, DOCX, XLSX	TRUE	FALSE	TRUE
GSE145036	Homo sapiens	H5	FALSE	FALSE	FALSE
GSE150766	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE149180	Mus musculus; Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE145410	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE115869	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE137539	Mus musculus; Homo sapiens	TXT	TRUE	FALSE	TRUE
GSE137673	Homo sapiens	BEDGRAPH, H5, TSV	FALSE	FALSE	FALSE
GSE137672	Homo sapiens	H5	FALSE	FALSE	FALSE
GSE137671	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE137540	Homo sapiens; Mus musculus	TXT	FALSE	FALSE	FALSE
GSE150774	Homo sapiens	TAR	FALSE	FALSE	FALSE
GSE135399	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE151089	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE151087	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE148902	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE150949	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE148996	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE140881	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE148371	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE145838	Homo sapiens	H5	FALSE	FALSE	FALSE
GSE150728	Homo sapiens	RDS	FALSE	TRUE	TRUE
GSE148665	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE143417	Homo sapiens	TAR, TSV	FALSE	FALSE	FALSE
GSE147104	Homo sapiens; Dengue virus	MTX, TSV	FALSE	FALSE	FALSE
GSE147103	Homo sapiens; Dengue virus 1 Nauru/West Pac/1974	MTX, TSV	FALSE	FALSE	FALSE
GSE150637	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE150556	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE150311	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE142637	Mus musculus; Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE146990	Homo sapiens	H5	FALSE	FALSE	FALSE
GSE150321	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE136831	Homo sapiens	MTX, RDS, TXT	TRUE	TRUE	TRUE
GSE150226	Homo sapiens; Mus musculus	TXT	FALSE	FALSE	FALSE
GSE148820	Homo sapiens	MTX, TSV, TXT	FALSE	FALSE	FALSE
GSE143880	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE140819	Homo sapiens	CSV, H5	FALSE	FALSE	FALSE
GSE150115	Homo sapiens	CSV, TXT	FALSE	FALSE	FALSE
GSE131007	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE150084	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE150083	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE150025	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE150021	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE150020	Homo sapiens	CNT	FALSE	FALSE	FALSE
GSE147349	Homo sapiens	H5, MTX, TSV	FALSE	FALSE	FALSE
GSE144568	Homo sapiens	RDATA, TAR	FALSE	TRUE	TRUE
GSE138002	Homo sapiens	CSV, MTX	FALSE	FALSE	FALSE
GSE122970	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE116106	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE142538	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE132757	Homo sapiens	H5	FALSE	FALSE	FALSE
GSE129017	Homo sapiens	BED, TXT	FALSE	FALSE	FALSE
GSE148729	Homo sapiens	TXT	TRUE	FALSE	TRUE
GSE137524	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE114446	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE148162	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE146026	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE145896	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE133894	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE131416	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE131409	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE126131	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE149614	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE149583	Homo sapiens	MTX, TXT	TRUE	FALSE	TRUE
GSE145928	Homo sapiens	H5	FALSE	FALSE	FALSE
GSE132048	Homo sapiens	CSV, TXT	FALSE	FALSE	FALSE
GSE147457	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE145843	Homo sapiens	H5	FALSE	FALSE	FALSE
GSE124310	Homo sapiens	TAR	FALSE	FALSE	FALSE
GSE143686	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE143685	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE132065	Homo sapiens	BED, MTX, TSV	FALSE	FALSE	FALSE
GSE149280	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE149136	Homo sapiens	MTX, TSV, XLSX	FALSE	FALSE	FALSE
GSE149100	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE149099	Homo sapiens	XLSX	FALSE	FALSE	FALSE
GSE148829	Macaca fascicularis; Mus musculus; Macaca mulatta; Homo sapiens	CSV, TXT	FALSE	FALSE	FALSE
GSE145163	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE145926	Homo sapiens	CSV, H5	FALSE	FALSE	FALSE
GSE145307	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE139535	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE132396	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE135253	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE127937	Homo sapiens	MTX, TSV, TXT	FALSE	FALSE	FALSE
GSE148842	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE146771	Homo sapiens	TXT	TRUE	FALSE	TRUE
GSE135992	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE144870	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE148658	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE137353	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE141552	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE131886	Homo sapiens	CSV, MTX, TSV	FALSE	FALSE	FALSE
GSE130228	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE131351	Homo sapiens; Mus musculus	TXT	FALSE	FALSE	FALSE
GSE128879	Homo sapiens	CSV, TXT	FALSE	FALSE	FALSE
GSE146221	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE137877	Homo sapiens	CSV, MTX, TSV	FALSE	FALSE	FALSE
GSE148345	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE143190	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE137496	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE131984	Homo sapiens	RDATA, TXT	TRUE	TRUE	TRUE
GSE131983	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE148190	Homo sapiens	CSV, MTX, TSV	FALSE	FALSE	FALSE
GSE143492	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE143453	Homo sapiens	CSV, TXT	FALSE	FALSE	FALSE
GSE143452	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE142347	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE134174	Homo sapiens	RDATA, TXT	TRUE	TRUE	TRUE
GSE120409	Mus musculus; Homo sapiens	BED, H5, TXT	FALSE	FALSE	FALSE
GSE147863	Homo sapiens	H5	FALSE	FALSE	FALSE
GSE144735	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE132465	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE132257	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE147989	Homo sapiens	H5	FALSE	FALSE	FALSE
GSE141030	Homo sapiens	CSV, MTX, TSV, TXT	FALSE	FALSE	FALSE
GSE139280	Homo sapiens	ZIP	FALSE	FALSE	FALSE
GSE125188	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE147794	Homo sapiens	CSV, MTX, TSV	FALSE	FALSE	FALSE
GSE142116	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE130973	Homo sapiens	MTX, RDATA, TSV	FALSE	TRUE	TRUE
GSE135325	Homo sapiens	CSV, FASTA, MTX, TSV	FALSE	FALSE	FALSE
GSE132758	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE131135	Homo sapiens	RDATA	FALSE	TRUE	TRUE
GSE131099	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE128791	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE128790	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE119324	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE119323	Homo sapiens	TSV, TXT, XLSX	FALSE	FALSE	FALSE
GSE131907	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE145140	Mus musculus; Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE145139	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE145137	Homo sapiens; Mus musculus	TXT, XLSX	FALSE	FALSE	FALSE
GSE141834	Homo sapiens	BW, TXT	FALSE	FALSE	FALSE
GSE147206	Homo sapiens	TAR	FALSE	FALSE	FALSE
GSE147424	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE147405	Homo sapiens	CSV	TRUE	FALSE	TRUE
GSE145347	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE135497	Homo sapiens; Mus musculus	CSV, TXT	FALSE	FALSE	FALSE
GSE127266	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE147259	Homo sapiens	CSV, TSV	FALSE	FALSE	FALSE
GSE146974	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE147202	Homo sapiens	CSV, TSV	TRUE	FALSE	TRUE
GSE125497	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE147203	Homo sapiens; Mus musculus	H5, TSV	FALSE	FALSE	FALSE
GSE142465	Homo sapiens; Mus musculus	H5, MTX, TSV, TXT	FALSE	FALSE	FALSE
GSE147066	Homo sapiens	TXT	TRUE	FALSE	TRUE
GSE123359	Homo sapiens	CSV, MTX, TSV	FALSE	FALSE	FALSE
GSE135710	Mus musculus; Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE133054	Mus musculus; Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE146826	synthetic construct; Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE136974	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE146763	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE146712	Homo sapiens	NWK, TXT	FALSE	FALSE	FALSE
GSE138857	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE133022	Homo sapiens	XLSX	FALSE	FALSE	FALSE
GSE146373	Homo sapiens	CSV, MTX, TSV	FALSE	FALSE	FALSE
GSE137941	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE146399	Homo sapiens	BED, CSV	FALSE	FALSE	FALSE
GSE146194	Homo sapiens	CSV, MTX, TSV	FALSE	FALSE	FALSE
GSE140989	Homo sapiens	MTX, TSV, TXT	FALSE	FALSE	FALSE
GSE128822	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE138646	Homo sapiens; Mus musculus	BEDGRAPH, FPKM_TRACKING, WIG	FALSE	FALSE	FALSE
GSE146137	Mus musculus; Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE144477	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE141982	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE139533	Homo sapiens	TAB	FALSE	FALSE	FALSE
GSE135394	Mus musculus; Homo sapiens	FPKM_TRACKING	FALSE	FALSE	FALSE
GSE118412	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE146123	Homo sapiens; Mus musculus	TXT	FALSE	FALSE	FALSE
GSE145894	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE133449	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE145815	Homo sapiens	TSV	TRUE	FALSE	TRUE
GSE142213	Homo sapiens; Mus musculus	TAR	FALSE	FALSE	FALSE
GSE137659	Homo sapiens	MTX, TSV, TXT	FALSE	FALSE	FALSE
GSE139161	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE137869	Rattus norvegicus; Homo sapiens	MTX, TSV, TXT	FALSE	FALSE	FALSE
GSE123837	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE121179	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE128956	Homo sapiens	XLSX	FALSE	FALSE	FALSE
GSE124742	Homo sapiens	TAB	FALSE	FALSE	FALSE
GSE115032	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE142449	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE137010	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE133345	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE145281	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE130025	Homo sapiens	BED, MTX, TSV, TXT, XLSX	FALSE	FALSE	FALSE
GSE130024	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE130023	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE130022	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE130021	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE130020	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE130019	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE124992	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE124822	Homo sapiens; Mus musculus	CSV, TXT	FALSE	FALSE	FALSE
GSE138474	Homo sapiens	TAR	FALSE	FALSE	FALSE
GSE138418	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE138267	Homo sapiens	TAR	FALSE	FALSE	FALSE
GSE130105	Homo sapiens	CSV, TXT	FALSE	FALSE	FALSE
GSE129762	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE134355	Mus musculus; Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE131434	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE144908	Homo sapiens	XLSX	FALSE	FALSE	FALSE
GSE144495	Homo sapiens	XLS	FALSE	FALSE	FALSE
GSE144494	Homo sapiens	XLS	FALSE	FALSE	FALSE
GSE143624	Homo sapiens	XLSX	FALSE	FALSE	FALSE
GSE140312	Homo sapiens	TAR	FALSE	FALSE	FALSE
GSE130977	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE144434	Homo sapiens	CSV, TSV	FALSE	FALSE	FALSE
GSE132771	Homo sapiens; Mus musculus	MTX, TSV	FALSE	FALSE	FALSE
GSE132509	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE127898	Macaca mulatta; Pan troglodytes; Homo sapiens; Pan paniscus	CSV	FALSE	FALSE	FALSE
GSE127774	Pan paniscus; Macaca mulatta; Pan troglodytes; Homo sapiens	FA, GTF, MTX, RDS, TSV, TXT	FALSE	TRUE	TRUE
GSE144430	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE144357	Homo sapiens	CSV, TXT, XLSX	TRUE	FALSE	TRUE
GSE138536	Homo sapiens	TXT	TRUE	FALSE	TRUE
GSE130664	Macaca fascicularis; Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE138838	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE144216	Homo sapiens	CSV, XLSX	FALSE	FALSE	FALSE
GSE144191	Homo sapiens	RDS	FALSE	TRUE	TRUE
GSE139829	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE137316	Homo sapiens	BED	FALSE	FALSE	FALSE
GSE135663	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE135193	Homo sapiens	XLSX	FALSE	FALSE	FALSE
GSE115501	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE125839	Homo sapiens	MTX	FALSE	FALSE	FALSE
GSE125838	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE125837	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE125372	Homo sapiens; Mus musculus	TSV	FALSE	FALSE	FALSE
GSE135133	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE135092	Homo sapiens	TSV	FALSE	FALSE	FALSE
GSE128357	Homo sapiens	CSV, H5, TAR, TXT	FALSE	FALSE	FALSE
GSE110680	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE137912	Homo sapiens	CSV, MTX, TSV	FALSE	FALSE	FALSE
GSE128671	Homo sapiens; Mus musculus	BW, MTX, TSV, TXT	FALSE	FALSE	FALSE
GSE112271	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE130646	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE143669	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE143607	Homo sapiens	MTX, RDS, TSV	FALSE	TRUE	TRUE
GSE138892	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE123904	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE123903	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE123902	Homo sapiens	CSV, RTF	FALSE	FALSE	FALSE
GSE141299	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE140405	Homo sapiens	H5	FALSE	FALSE	FALSE
GSE138693	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE134144	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE131604	Homo sapiens	BW, TXT	FALSE	FALSE	FALSE
GSE111822	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE111672	Homo sapiens	JPG, RTF, TSV, TXT	FALSE	FALSE	FALSE
GSE137833	Homo sapiens	GFF3, XLSX	FALSE	FALSE	FALSE
GSE143423	Homo sapiens	CSV	TRUE	FALSE	TRUE
GSE143353	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE142526	Homo sapiens	TAR	FALSE	FALSE	FALSE
GSE139079	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE132149	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE143214	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE143148	Mus musculus; Homo sapiens	BED, CSV, TSV	FALSE	FALSE	FALSE
GSE140231	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE143136	Homo sapiens; Mus musculus	TAB, TXT	FALSE	FALSE	FALSE
GSE127918	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE142838	Homo sapiens	TAR	FALSE	FALSE	FALSE
GSE139448	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE126488	Homo sapiens	RDATA, TXT	FALSE	TRUE	TRUE
GSE121309	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE142750	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE137026	Homo sapiens	CSV, H5	FALSE	FALSE	FALSE
GSE133167	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE140021	Homo sapiens	BW, TXT	FALSE	FALSE	FALSE
GSE141946	Homo sapiens	CSV, TXT	TRUE	FALSE	TRUE
GSE138025	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE142392	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE108378	Homo sapiens	XLSX	FALSE	FALSE	FALSE
GSE142286	Homo sapiens	CSV	FALSE	FALSE	FALSE
GSE139522	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE122515	Homo sapiens	TXT	FALSE	FALSE	FALSE
GSE120386	Homo sapiens	CSV, TXT	FALSE	FALSE	FALSE
GSE142016	Homo sapiens	MTX, TSV	FALSE	FALSE	FALSE
GSE128908	Homo sapiens	MTX, TXT	FALSE	FALSE	FALSE
